,Comment,Sentiment
1670,Without processor and 200mp camera sensor all are same as before.,Neutral
1671,Still happy with my note 20 ultra,Positive
1672,That moment I have been waiting for...,Positive
1673,Apple who?,Neutral
1674,"Somebody gift me one please..😢
It's lovely.😍😍😍",Positive
1675,I think this is the best advertisement of any phone that i ever see. Best way of displaying the features in this manner.,Positive
1676,Hey what's new 🤣 i say nothing 😂😊,Positive
1677,Plzz announce m54 too🙂,Neutral
1678,Nice ad.,Positive
1679,"Nooo thanks ,nothing really new.",Neutral
1680,I love ad like this,Positive
1681,Excellent! Fantastic! What a beautiful phone ad! And a brilliant phone too!,Positive
1682,Already ordered s23 ultra. Comin 13 feb.,Neutral
1683,Still have the Note 10 Plus and works well even when it is just Android 12. Though I am already thinking of upgrading. :D,Positive
1684,"They pulled an apple and released the exact same phone, slapped another number on it and jacked up the price, this is literally an s22 ultra 🤣",Neutral
1685,"The ultra needs to have a 2TB variant while the the S+ should have a 1TB variant since SD cards have been removed, just hope they make the larger storage options much cheaper to make up for the removal of the SD cards.",Positive
1686,Price hike of 20000 in India. Cash back of 8000; so still 12000 hike.,Neutral
1687,Happy they ditched the exynos for global varient now,Neutral
1688,"Putting a charging cable and charging brick in the box is a very compulsory and important thing but Samsung treats it as not which proves that Samsung is a very unprofessional company and they give the excuse that they do it for the environment, if Samsung really wants to make sacrifices for the environment then they should find ways to make those sacrifices on their own while loosing their own money but instead they choose to force customers to sacrifice their chargers in the box despite the fact customers are paying the same price for phones with chargers yet not getting a charger, samsung claims to want to save the environment yet they are forcing customers to make a big sacrifice while they don't make any sacrifices for the environment and instead gain a much larger profit from customers by removing the chargers, whether customers want to sacrifice for the environment or not should be up to them to decide cause Samsung does not have the right to choose for them by removing the chargers.",Negative
1689,the true beast  💎,Positive
1690,"nothing really innovative, too close to the galaxy S22 Ultra for too high a price",Negative
1691,Cringe Commercial.,Negative
1692,Still Apple is better,Positive
1693,Still Apple is better,Positive
1694,Is same as s22 hated design.,Negative
1695,Advertisement creativity level 💯,Neutral
1696,Commercial its iphone🔥🔥,Positive
1697,"While I still prefer Apple, I am genuinely happy for Samsung users that the S23 is this cool.",Positive
1698,slightly cringe presentation..,Negative
1699,New Monsters of Smartphones Arrived from SAMSUNG💥💖,Positive
1700,Beast arrived.. RIP Iphone 14 pro max,Neutral
1701,CRINGE,Neutral
1702,Seriously asking... what's new ?,Neutral
1703,Great phone ...,Positive
1704,"Nah man 
A very thin line between s22 and 23 
Waste of money 
I would rather buy an iPhone 14 pro.",Neutral
1705,i thought the girl was camila cabello,Neutral
1706,"Wont use it even if it was free.
Totally copying iphone but awful in every aspect",Negative
1707,Thank god Black guy appeared in this video. Else U.S almost banned this phone for not having enough diversity in AD.,Neutral
1708,👆3s.🐱 : 💬🐱Wh.🐱Bl.🐱Gold🐱Gr.🐱...💬,Neutral
1709,Android must fight like this else iphone monopoly will be horrible.😥,Negative
1710,This time don't push updates that' kills the phones motherboard,Negative
1711,Watching this on my iPhone 14 plus product red ❤😂,Positive
1712,"I've been a constant fan of only one thing, Galaxy series.
😍
Right form Samsung S3, Designed for Humans.",Positive
1713,Design of my Note 10+ is stil the best. No chanse to upgrade.,Positive
1714,This is so cringy 😭,Negative
1715,"With how much focus they put on the photos, you’d think they’re selling a camera. If I wanted to do photography I’d buy a DSLR, not a sh*tty phone with a good camera",Negative
1716,This was truly epic,Positive
1717,Skipping this time due to bad trade in offers,Negative
1718,Congrats Samsung I am using S22 ultra I wish i could have new one as well... ❤️❤️❤️,Positive
1719,I love the Samsung mobiles it's just awesome..,Positive
1720,Got a new samsung every last 7years.  I have 22ultra. Must say. I dont get the 23 this year.  Inn fact i mabye go over to iPhone 15,Neutral
1721,Plz give me one🥺🙏,Positive
1722,Now I can buy the s22 ultra in discount 🗿,Positive
1723,Samsung's introduction seems more fun and reliable than other mobile company does.,Positive
1724,The shitiest introduction ever,Negative
1725,Nothing nee,Neutral
1726,Using waste material from the ocean is good but donating for cleaning the ocean could've been much better,Neutral
1727,Not worth this price,Negative
1728,And I might upgrade from S22 Ultra to S23 Ultra just for that astrophotography.  😍,Positive
1729,Please give me Samsung,Positive
1730,I always wait for new Samsung introduction videos they are always fun to watch love it as always ❤️,Positive
1731,What's new? Uh... Nothing new actually.,Neutral
1732,is the screen safe ? if it's safe and not easy to strip I buy,Neutral
1733,Love this one.,Positive
1734,Love it,Positive
1735,Love you Samsung and design and mobiles series are awesome,Positive
1736,The More Samsung Upgrade their Phones the less Apple stands a Chance 🎯🎯🎯,Positive
1737,Me poorly watching on my laggerest Samsung A11-32GB-2GB_RAM😭😭 someone sponsor me🙏,Negative
1738,Watching this add with my Samsung Galaxy S22 Ultra 😚,Positive
1739,"Hey Samsung you nailed it
Unfortunately I'm still using S8",Neutral
1740,The s23 is the same S22 let us deceived.,Neutral
1741,Now reverse the roles and make a sharp guy and doppey women.  Do all men have to be portrayed as dopey?,Negative
1742,"the video is still blurry, in the selfie - the guys face came out way too soft",Negative
1743,I really wish I could buy this...,Positive
1744,"Wow soo innovative.









Not the phone, just the advertisement.",Positive
1745,''Hey what's new?''- - > Nothing! 😅,Neutral
1746,"As an s23 ultra, I can confirm I'm getting alot of respects today!.
 Yes im smart enough that i can even type hehe😁",Positive
1747,That's an EPIC commercial..... Love s23 🤩,Positive
1748,Who is going to take nightography on other planets,Neutral
1749,How many android updates will be provided?,Neutral
1750,Love this phone.....,Positive
1751,i was getting the feel of s22 ultra in the whole video🤣,Neutral
1752,Can your iPhone 14 pro max do that 😏.? Hahaha,Positive
1753,"No no no Elon Mask - I will stay with my iPhone 📱 

😂😂😂",Neutral
1754,Corny But Cool,Neutral
1755,Is that Fast X trailer 🫡🤭,Neutral
1756,EXPENSIVE AND DON'T HAVE MEMORY EXTRAIBLE 🤢🤮,Negative
1757,i think i will stick with iphone againt :( this to ugly,Negative
1758,To much of animation,Neutral
1759,Evrything is great but my friend with s22 ultra says he has s23 ultra and am sure he gonna be uncaught for 2 years,Positive
1760,"Biggest upgrade in history, but in the ends people buying iphone.",Positive
1761,Looks like tony stark technology,Neutral
1762,Fun fact it's filmed on iphone 14 pro max,Positive
1763,Bring back the SD card! Then I will buy.,Positive
1764,"Your money or your life, read it guys",Neutral
1765,Whats with the disgusting colour choices? Black is the only viable one,Negative
1766,S-series smartphones are probably the best android phones in any segment all around the globe. Loved it.👏💕,Positive
1767,What astronaut doing in the space,Neutral
1768,@thatwasepic,Neutral
1769,what's new? — nothing ))),Neutral
1770,No innovations almost same as note 20 ultra these photo gimmicks can easily be done by software update.,Neutral
1771,"""What's new?""

That's a right and wrong question.
Let's just ignore the specs, cameras, performance, and all that stuff. Those were the right questions.

The wrong is the phone itself. There is nothing new. The design looks almost the same as S22 Ultra. It just looks boring. The same as iPhone line-ups.",Negative
1772,wow this ad is impressive 👏,Positive
1773,Ill buy this phone next week im so happy,Positive
1774,isn't quick share exists years ago whats new ?,Neutral
1775,"I own S22 Ultra.
The Battery is the biggest issue plaguing this beautiful device.
Single largest paralysing problem.Period.",Negative
1776,I will always be in Apple user,Positive
1777,Not much of improvements compared to the last model. Kinda disappointing 😞,Negative
1778,"Forgot to mention, price is also epic 😂🤣😆",Positive
1779,Time to retire my S10+,Neutral
1780,"No sd card 🤔 R.I.P samsung phones , that’s why everybody is going back to iphone and pixel phones 🤓",Neutral
1781,waste of money...0 news...,Negative
1782,time to upgrade from my S7,Neutral
1783,Nah I'm sticking with my s21 ultra not much has changed,Neutral
1784,Np curved edges or very minimal 👎🏻👎🏻,Neutral
1785,"My dream to get s22 ultra ...
And now my dream is to get s23 ultra",Positive
