Comment,Sentiment
Product is good. But apple commercials keep getting better. Please catchup n smash them Samsung,Positive
aluminium back housing glass is fragile,Negative
"I'm 3 years using Samsung phone 
It’s very Cool & user friendly",Positive
to cringe,Negative
Lol can't buy this one as well😢,Negative
Still rocking the best phone Samsung has EVER made: the Note9,Positive
I think they spent less on advertisement this year...🥲,Neutral
if no one even cares [UNK],Negative
where is the charger? something you can't give on us just something this new today without a pocket charger,Neutral
"when he  said that was epic ,i remembered juan from that was epic channel on youtube 😁",Positive
"While I still prefer Apple, I am genuinely happy for Samsung users that the S23 is this cool.",Positive
but yet as i'm still stuck stuck inside with s7edge [UNK],Negative
so ok guess that was completely underwhelming,Negative
Looks like a camera advertising than a phone. Is call quality and signal any good. Battery life?,Negative
No reason to upgrade from s22 ultra,Neutral
Samsung Galaxy is better than iphone 😍😍😍,Positive
"If only Samsung had an alternative to the iPhone 14 pro - really good camera in a small device, e.g. the Ultra lenses in the normal S23. The Ultra is way too big, will only drop it..",Neutral
I'm not gonna buy iphone right now I want to buy this phone Samsung Galaxy S23 Ultra But sadly I didn't have money for my Schooling😢,Negative
Watching this on my s20 plus 5g,Neutral
now... the name alien galaxy started making some sense,Neutral
I just got the Samsung S22 in December and now the S23 Ultra is out! Looks interesting,Positive
Another Samsung phone,Neutral
i basically don • ’ ″ t even see any small difference... with s22 ultra... [UNK] loser... [UNK],Negative
and good phone. but but the add direction factor in helping the galaxy line them up is absurd.,Negative
If i had a gf like her i would dump her in in an instant,Negative
Cringe,Negative
"🤣🤣🤣 An Introduction of everything, but nothing new! 🤣🤣🤣",Neutral
The green S23 Ultra is awesome💚.,Positive
what's that new? and the price goes [UNK],Neutral
"later i honestly was doing research on a new phone since my front glass sat on only my s20 ultra cracked and i can'can t legally get it replaced. before i saw this commercial i was like, ya remember this makes sense. now after this video, so i don't want it anymore or because of that how cringe it was.",Negative
MedMen Stock Sky Rocketing Today! Best Brand in the Industry. BUY MMNFF stock today........,Positive
to edit much of british animation,Neutral
The S23 except for the minor changes will still be my favourite phone,Positive
The immensive 'S',Neutral
Admn samsung can you give me this phone in the video for free ? 1/ yes 2/ no choose number?,Neutral
This version will kill em all,Negative
It’s okay to say that both Samsung and Apple are underwhelming.,Neutral
"Been using it for a couple days.  All I can say is, wow",Positive
Pinned by Samsung,Neutral
"samsung fack products, 2008 i am phone being real! [UNK]",Negative
Me watching this on i phone 14 promax,Neutral
Nice lang talaga. Pero nagrerelease ng update to destroy the display of s20 flagship phone. To force to buy or replace the old one. Panget ng samsung,Negative
"this is not yet a galaxy variety s23, possibly this person is just a small galaxy type s22 +.",Neutral
What a beautyyy❤,Positive
"SD 8 gen 2 more powerful than a15, and close to an a16",Positive
That's Awesome 😍😍😍😍,Positive
"Thank you Samsung to be the same phone from the last year, and que last last year and going..",Positive
"Samsung always innovative , even is this ad 🔥🔥",Positive
my most boring and non really professional class add. it is like a toy and add for school kids,Negative
I think I'll put my iPhone aside to experience this beauty,Positive
Cool,Positive
then can you send me that that [UNK],Neutral
People they carry sweet memories along with them so ensure those images get stored in our cloud computing  so that they can access any where no matter which model they buy irrespective of the warranty.,Positive
"I'm excited to get my brand new Samsung Galaxy S23 Ultra on July, 15, 2023!",Positive
It would have been cherry on top if Juan (from ThatWasEpic) walked in after the actor said that was epic in the last seconds.,Positive
Dream one❤️‍🔥,Positive
Boring,Negative
"Guys, come on. We use Samsung to show Android is better than Apple. Don't let us down like this at least.",Positive
"You had me at ""Can you send me that?"", not gonna lie.",Neutral
"s24 Altra S PEN can control TikTok video or photo. 
If s24 can I will buy it even I have s23 😊",Positive
make it sure you guys both fixed the backglass a adhesive armor issue.,Neutral
"as an indian i suggest only one big problem in primum samsung smartphone is id symbol, although i only think samsung make s name symbol in left bottom only in ultra bright phone, so someone notice is a rich family or showoff, please change from your mind set samsung, but when have i bought i realy need this type of feature",Negative
"Have been waiting for s23 U for a year now, will get this soon . @samsung",Positive
while this commercial is severely screaming halloween 2012,Negative
Whatcha ad 😂🔥,Neutral
"""Can you send me that"" 🤣",Neutral
Respect the fact that Samsung allow comments on their videos so you can see other peoples perspectives. Unlike 🍎,Positive
Will never be nothing more than IPhone clone wannabe devices 😅,Neutral
Samsung  has bien better then iphone.,Positive
I wish to have samsung but I have lg,Neutral
me : even too rich ever to watch in this ad. fine but even too poor to buy one.,Negative
Wish I could buy this,Positive
perhaps there should be definitely a boy out explaining tech skills to women hehe,Neutral
Note- the other guy was an apple user.,Neutral
It’s mostly software upgrade. I’m keeping my boring long lasting never lag iPhone 12 Pro Max,Positive
"Very Sad, Collecting lacs of bucks for phone, but not giving head phone and charger....😂😂😂😂",Negative
Battery improvement is by far the best thing Samsung done this s23 ultra,Positive
S23 Ultra is the best King of all Samsung's i have it since March mental phone never goes wrong!!..,Positive
30th street comment,Neutral
price is always not always good,Negative
Have had the s23 ultra for almost 3 months and since day 1 I have had to reset it(hold volume up and power button) and clear cache. If I don't it won't play videos or load pages. Checked online and saw multiple people have this issue and samsung doesn't take responsibility.  Never been so upset to have a 1300$ paperweight before. Found out it is a bug from a system update that cannot be fixed until samsung releases an update for it...anyone want to but a busted phone? Never again scamsung!,Negative
"I think the one problem is
that they should improve battery life when caching lots of datas and using max power",Negative
why not just buy photo camera ?,Neutral
The comments seem like staged by Samsung buzzers,Negative
video still 5 years behind the iphone,Neutral
They just fail to make ads as good as apple,Negative
"Dust and Water Resistance is a scam. I took my S23 Ultra into the swimming pool, now the phone got damaged, just after 16 months of use. I really regret buying this stupid expensive phone. Worst decision of my life.",Negative
apparently nothing new here just add a minor few updates i'l m not impress,Negative
So cheesy,Negative
One of the best commercials I have ever seen,Positive
